StationId,date,health_label,summary_hint,prompt,report_text
2304513,2016-06-14,INFO,2016-06-14 turbine 2304513; 1 abnormal events; total abnormal duration 0 min; alarm codes: 3413; active window 05:20 to 05:20; health label: INFO,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304513
Date: 2016-06-14
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 0
Distinct alarm code count: 1
Alarm codes: 3413
Alarm descriptions: Unknown alarm
Top severity: INFO
First event time: 05:20
Last event time: 05:20
Rule-based health label: INFO
Summary hint: 2016-06-14 turbine 2304513; 1 abnormal events; total abnormal duration 0 min; alarm codes: 3413; active window 05:20 to 05:20; health label: INFO<|im_end|>
<|im_start|>assistant
","Health label: INFO
Summary: On 2016-06-14, turbine 2304513 recorded 1 event (alarm code 3413: Unknown alarm) at 05:20. The event was categorized as an abnormal stop; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event logs for alarm 3413 details and confirm whether it corresponds to a known turbine stop. If repeated occurrences are observed or the alarm persists, schedule an inspection of the turbine control system and related sensors/communications links."
2304513,2016-06-23,ALARM,2016-06-23 turbine 2304513; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 10105; active window 13:30 to 13:30; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304513
Date: 2016-06-23
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 10105
Alarm descriptions: Stopped, untwisting cables
Top severity: ALARM
First event time: 13:30
Last event time: 13:30
Rule-based health label: ALARM
Summary hint: 2016-06-23 turbine 2304513; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 10105; active window 13:30 to 13:30; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-23, turbine 2304513 recorded 1 event (alarm code 10105: ""Stopped, untwisting cables"") at 13:30. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event logs for alarm 10105 details around 13:30 and confirm whether the turbine returned to normal operation after the stop. If repeated occurrences are observed or the cable twist/untwist function is not cleared, schedule an inspection of yaw/cable twist control per OEM procedure."
2304513,2016-06-24,INFO,2016-06-24 turbine 2304513; 1 abnormal events; total abnormal duration 10 min; alarm codes: 3412; active window 05:20 to 05:30; health label: INFO,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304513
Date: 2016-06-24
Event count: 1
Total abnormal minutes: 10
Max single event minutes: 10
Stopping event count: 0
Distinct alarm code count: 1
Alarm codes: 3412
Alarm descriptions: Unknown alarm
Top severity: INFO
First event time: 05:20
Last event time: 05:30
Rule-based health label: INFO
Summary hint: 2016-06-24 turbine 2304513; 1 abnormal events; total abnormal duration 10 min; alarm codes: 3412; active window 05:20 to 05:30; health label: INFO<|im_end|>
<|im_start|>assistant
","Health label: INFO
Summary: On 2016-06-24, turbine 2304513 recorded 1 abnormal event (alarm code 3412: Unknown alarm) lasting 10 minutes from 05:20 to 05:30. No stopping events were reported.
Advice: Review SCADA/event logs for alarm 3412 details and confirm whether it corresponds to an operational issue or indicates a non-critical component failure. If the alarm recurs or causes extended downtime, schedule inspection of the turbine's control system and related sensors/communications links."
2304513,2016-06-29,ATTENTION,2016-06-29 turbine 2304513; 2 abnormal events; total abnormal duration 760 min; alarm codes: 3173 | 64000; active window 13:50 to 04:50; health label: ATTENTION,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304513
Date: 2016-06-29
Event count: 2
Total abnormal minutes: 760
Max single event minutes: 730
Stopping event count: 0
Distinct alarm code count: 2
Alarm codes: 3173 | 64000
Alarm descriptions: Unknown alarm
Top severity: ATTENTION
First event time: 13:50
Last event time: 04:50
Rule-based health label: ATTENTION
Summary hint: 2016-06-29 turbine 2304513; 2 abnormal events; total abnormal duration 760 min; alarm codes: 3173 | 64000; active window 13:50 to 04:50; health label: ATTENTION<|im_end|>
<|im_start|>assistant
","Health label: ATTENTION
Summary: On 2016-06-29, turbine 2304513 recorded 2 abnormal events totaling 760 minutes (max 730 minutes), including 0 stopping events. One distinct alarm code was present: 3173 (Unknown alarm) and 64000 (Unknown). The events occurred between 13:50 and 04:50.
Advice: Review SCADA/event logs for alarm 3173 during 13:50–04:50 and confirm whether it triggered an immediate stop or is associated with other alarms. If repeated occurrences are observed, schedule an inspection of the turbine control system and related sensors/communications links."
2304513,2016-06-30,ATTENTION,2016-06-30 turbine 2304513; 2 abnormal events; total abnormal duration 940 min; alarm codes: 3118 | 63027; active window 05:20 to 00:00; health label: ATTENTION,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304513
Date: 2016-06-30
Event count: 2
Total abnormal minutes: 940
Max single event minutes: 520
Stopping event count: 0
Distinct alarm code count: 2
Alarm codes: 3118 | 63027
Alarm descriptions: Unknown alarm
Top severity: ATTENTION
First event time: 05:20
Last event time: 00:00
Rule-based health label: ATTENTION
Summary hint: 2016-06-30 turbine 2304513; 2 abnormal events; total abnormal duration 940 min; alarm codes: 3118 | 63027; active window 05:20 to 00:00; health label: ATTENTION<|im_end|>
<|im_start|>assistant
","Health label: ATTENTION
Summary: On 2016-06-30, turbine 2304513 recorded 2 abnormal events totaling 940 minutes (max 520 minutes), including 0 stopping events. One distinct alarm code was present: 3118 (Unknown alarm) and 63027 (Unknown description). The events occurred between 05:20 and 00:00.
Advice: Review SCADA/event logs for alarm 3118 during 05:20–00:00 and confirm whether it triggered an immediate stop or is associated with other alarms. If the stop recurs, schedule an inspection of the turbine's control system and related sensors/communications links around 05:20."
2304514,2016-06-04,ALARM,2016-06-04 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-04
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-04 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-04, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-09,ALARM,2016-06-09 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-09
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-09 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-09, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-14,ALARM,2016-06-14 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-14
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-14 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-14, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-19,ALARM,2016-06-19 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-19
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-19 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-19, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-23,ALARM,2016-06-23 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 10105; active window 13:30 to 13:30; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-23
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 10105
Alarm descriptions: Stopped, untwisting cables
Top severity: ALARM
First event time: 13:30
Last event time: 13:30
Rule-based health label: ALARM
Summary hint: 2016-06-23 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 10105; active window 13:30 to 13:30; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-23, turbine 2304514 recorded 1 event (alarm code 10105: ""Stopped, untwisting cables"") at 13:30. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event logs for alarm 10105 details around 13:30 and confirm whether the turbine returned to normal operation after the stop. If repeated occurrences are observed or the cable twist/untwist function is not cleared, schedule an inspection of yaw/cable twist control per OEM procedure."
2304514,2016-06-24,ALARM,2016-06-24 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-24
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-24 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-24, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-29,ALARM,2016-06-29 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-29
Event count: 1
Total abnormal minutes: 0
Max single event minutes: 0
Stopping event count: 1
Distinct alarm code count: 1
Alarm codes: 3130
Alarm descriptions: Pitch lubrication
Top severity: ALARM
First event time: 05:20
Last event time: 05:20
Rule-based health label: ALARM
Summary hint: 2016-06-29 turbine 2304514; 1 abnormal events; total abnormal duration 0 min; 1 stopping events; alarm codes: 3130; active window 05:20 to 05:20; health label: ALARM<|im_end|>
<|im_start|>assistant
","Health label: ALARM
Summary: On 2016-06-29, turbine 2304514 recorded 1 event (alarm code 3130: Pitch lubrication) at 05:20. The event was a stopping event; reported abnormal duration was 0 minutes.
Advice: Review SCADA/event log details for alarm 3130 during 05:20 to confirm pitch lubrication system status and any corrective actions taken. If the alarm recurs or persists, schedule an inspection of the pitch lubrication system per OEM procedure."
2304514,2016-06-30,INFO,2016-06-30 turbine 2304514; 1 abnormal events; total abnormal duration 60 min; alarm codes: 9303; active window 05:00 to 06:00; health label: INFO,"<|im_start|>system
Read the wind turbine daily health metadata and generate a short maintenance-oriented summary with a health label and action advice.<|im_end|>
<|im_start|>user
StationId: 2304514
Date: 2016-06-30
Event count: 1
Total abnormal minutes: 60
Max single event minutes: 60
Stopping event count: 0
Distinct alarm code count: 1
Alarm codes: 9303
Alarm descriptions: Unknown alarm
Top severity: ATTENTION
First event time: 05:00
Last event time: 06:00
Rule-based health label: INFO
Summary hint: 2016-06-30 turbine 2304514; 1 abnormal events; total abnormal duration 60 min; alarm codes: 9303; active window 05:00 to 06:00; health label: INFO<|im_end|>
<|im_start|>assistant
","Health label: INFO
Summary: On 2016-06-30, turbine 2304514 recorded 1 abnormal event (alarm code 9303: Unknown alarm) lasting 60 minutes from 05:00 to 06:00. No stopping events were reported.
Advice: Review SCADA/event logs for alarm 9303 details and confirm whether it corresponds to an operational issue or indicates a non-recoverable condition. If the alarm recurs or causes extended downtime, schedule an inspection of the turbine control system and related sensors/communications links."
